doi,title,is_oa,oa_status,pdf_url,query_label,search_letter,reason
10.1145/3685271,Addressing Uncertainty in Biodesign through Digital Twins: A Case of Biofabrication with Mycelium,TRUE,hybrid,https://dl.acm.org/doi/pdf/10.1145/3685271,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1145/3701299,Cyber Threat Intelligence meets the Analytic Tradecraft,TRUE,hybrid,https://dl.acm.org/doi/pdf/10.1145/3701299,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1145/3706598.3713727,Challenging Futures: Using Chatbots to Reflect on Aging and Dementia,TRUE,gold,https://dl.acm.org/doi/pdf/10.1145/3706598.3713727,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1177/01461672241288338,For Me or Against Me? Reactions to AI (vs. Human) Decisions That Are Favorable or Unfavorable to the Self and the Role of Fairness Perception,TRUE,hybrid,https://journals.sagepub.com/doi/pdf/10.1177/01461672241288338,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1525/collabra.92953,Overprecision in the Survey of Professional Forecasters,TRUE,gold,https://online.ucpress.edu/collabra/article-pdf/10/1/92953/810751/collabra_2024_10_1_92953.pdf,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1556/2006.2025.00013,Insights into the temporal dynamics of identifying problem gambling on an online casino: A machine learning study on routinely collected individual account data,TRUE,gold,https://akjournals.com/downloadpdf/view/journals/2006/aop/article-10.1556-2006.2025.00013/article-10.1556-2006.2025.00013.pdf,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1787/918b6a04-en,Seven routes to experimentation in policymaking,TRUE,bronze,https://www.oecd-ilibrary.org/deliver/918b6a04-en.pdf?itemId=%2Fcontent%2Fpaper%2F918b6a04-en&mimeType=pdf,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.20944/preprints202007.0537.v1,"Improving Research Practices in Energy: Practical Guidance for Greater Transparency, Reproducibility and Quality",TRUE,green,https://www.preprints.org/manuscript/202007.0537/v1/download,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.2139/ssrn.3703150,"Improving the Credibility of Empirical Legal Research: Practical Suggestions for Researchers, Journals, and Law Schools",TRUE,green,https://doi.org/10.2139/ssrn.3703150,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.2139/ssrn.4554234,Assessing Deep Learning: A Work Program for the Humanities in the Age of Artificial Intelligence,TRUE,green,https://doi.org/10.2139/ssrn.4554234,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.2139/ssrn.5166382,Artificial Intelligence and Social Action. A techno-sociological contextualization,TRUE,green,https://doi.org/10.2139/ssrn.5166382,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.30546/2616-4418.25.2023.80,Bias in scientific research: How to identify and eliminate it.,TRUE,gold,https://doi.org/10.30546/2616-4418.25.2023.80,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.3127/ajis.v29.5189,"AI Empowerment of Asian-Australian Migrant Workers: Progress, Potentials, and Patterns",TRUE,gold,https://ajis.aaisnet.org/index.php/ajis/article/download/5189/1507,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.3390/app15042241,Challenging Scientific Categorizations Through Dispute Learning,TRUE,gold,https://www.mdpi.com/2076-3417/15/4/2241/pdf?version=1739977102,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/educsci15091134,From Digital Natives to AI Natives: Emerging Competencies and Media and Information Literacy in Higher Education,TRUE,gold,https://www.mdpi.com/2227-7102/15/9/1134/pdf?version=1756550914,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/educsci15121685,Integrating Systems Thinking into Sustainability Education: An Overview with Educator-Focused Guidance,TRUE,gold,https://www.mdpi.com/2227-7102/15/12/1685/pdf?version=1765709400,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/ijfs13030172,The Philosophy of Financial Performance: A Bibliometric and Conceptual Review,TRUE,gold,https://www.mdpi.com/2227-7072/13/3/172/pdf?version=1757584487,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/informatics12030085,"Human-AI Symbiotic Theory (HAIST): Development, Multi-Framework Assessment, and AI-Assisted Validation in Academic Research",TRUE,gold,https://www.mdpi.com/2227-9709/12/3/85/pdf?version=1756116324,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/psycholint7030078,Artificial Intelligence in Qualitative Research: Beyond Outsourcing Data Analysis to the Machine,TRUE,gold,https://www.mdpi.com/2813-9844/7/3/78/pdf?version=1757217432,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/socsci12070398,EU−Africa: Digital and Social Questions in a Multicultural Agroecological Transition for the Cocoa Production in Africa,TRUE,gold,https://www.mdpi.com/2076-0760/12/7/398/pdf?version=1688820087,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.3390/w15162993,Risk Assessment of Sudden Water Pollution Accidents Associated with Dangerous Goods Transportation on the Cross-Tributary Bridges of Baiyangdian Lake,TRUE,gold,https://www.mdpi.com/2073-4441/15/16/2993/pdf?version=1692603723,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.36227/techrxiv.174784492.26397951/v1,"Artificial Intelligence (AI): Foundations, Trends and Future Directions",TRUE,gold,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.174784492.26397951/v1,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.51582/interconf.2024.188,Proceedings of the 15th International Scientific and Practical Conference «Scientific Research in XXI Century»,TRUE,gold,https://archive.interconf.center/index.php/conference-proceeding/issue/download/16-18.02.2024/198,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1002/csr.3050,Women and leadership in non‐listed private companies in an emerging country: An analysis of barriers and facilitators,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/csr.3050,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1002/ejsp.3114,The Elite Global Citizen: How Wealth Shapes Cosmopolitan Identity and Charitable Intentions,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejsp.3114,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1002/eng2.70437,Large Language Model‐Based Cognitive Assistants for Quality Management Systems in Manufacturing: A Requirement Analysis,TRUE,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eng2.70437,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1080/08959420.2024.2422669,Can ChatGPT Provide Useful Guidance to Assess the Current State of and Future Priorities for Aging Research in the Social Sciences?,TRUE,hybrid,https://doi.org/10.1080/08959420.2024.2422669,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1109/ismar-adjunct60411.2023.00071,Emissary Educator Playmate Oracle (EEPO): A Human-Technology Framework and XR to Support Child Well-Being,TRUE,gold,https://ieeexplore.ieee.org/ielx7/10322104/10322117/10322245.pdf,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1111/ejed.12927,Design and Psychometric Evaluation of the Artificial Intelligence Acceptance and Usage in Research Creativity Scale Among Faculty Members: Insights From the Network Analysis Perspective,TRUE,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ejed.12927,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1111/ijcs.70115,"Young Consumers'
                    <scp>ICT</scp>
                    Use and Digital Maturity: A Computational Literature Review, Integrative Framework, and Future Research Agenda",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ijcs.70115,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1111/joms.70063,The Acceleration of Artificial Intelligence: Rethinking Organization and Work in an Era of Rapid Technological Change,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/joms.70063,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1145/3613905.3638193,Understanding and Supporting Financially-Constrained Aspiring Entrepreneurs’ Entrepreneurial Transitions,TRUE,gold,https://dl.acm.org/doi/pdf/10.1145/3613905.3638193,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1155/hbe2/4834893,"Determinants of AI Use in University Teachers: The Role of Leadership, Teaching Concerns, and Constructivist Pedagogical Beliefs",TRUE,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1155/hbe2/4834893,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1155/hbe2/5933157,"Acceptance of Artificial Intelligence as a Teaching Strategy Among University Professors: The Role of Habit, Hedonic Motivation, and Competence for Technology Integration",TRUE,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1155/hbe2/5933157,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1177/02683962251340699,Next-generation IS research methods – towards a better understanding of complex and dynamic phenomena … and generative AI as the elephant in the room,TRUE,hybrid,https://doi.org/10.1177/02683962251340699,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1177/25152459241296031,An Inception-Cohort Study Quantifying How Many Registered Studies Are Publicly Shared,TRUE,gold,https://doi.org/10.1177/25152459241296031,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1257/pandp.115.944,Report of the AEA Data Editor,TRUE,hybrid,https://www.aeaweb.org/articles/pdf/doi/10.1257/pandp.115.944,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.20944/preprints202508.1942.v1,From Illusion to Insight: A Taxonomic Survey of Hallucination Mitigation Techniques in LLMs,TRUE,green,https://www.preprints.org/frontend/manuscript/c5286594616981962a5a361fb2f51efc/download_pub,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.2139/ssrn.4682958,Machine Advisors: Integrating Large Language Models into Democratic Assemblies,TRUE,green,https://doi.org/10.2139/ssrn.4682958,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.21608/jstc.2024.338411,A Decision Support System for Employee Performance Evaluation under Uncertainty in Hotel Industry,TRUE,bronze,https://jstc.journals.ekb.eg/article_338411_06ac097b2ad82bf4e6bf59c5b4589f34.pdf,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.21608/pijth.2024.311766.1016,Unleashing creativity through AI collaboration: how do employees` learning behavior and wellbeing mediate?,TRUE,gold,https://pijth.journals.ekb.eg/article_383000_ceff0e5c3b3bf6d45ad1a02149f2f0bc.pdf,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.3233/jid-230046,"Seeing the Past, Planning the Future: Proudly Celebrating 25 Years of Assisting the Convergence of Process Sciences and Design Science",TRUE,bronze,https://content.iospress.com:443/download/journal-of-integrated-design-and-process-science/jid230046?id=journal-of-integrated-design-and-process-science%2Fjid230046,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.3390/admsci15110412,"A Cross-Disciplinary Academic Evaluation of Generative AI Models in HR, Accounting, and Economics: ChatGPT-5 vs. DeepSeek",TRUE,gold,https://www.mdpi.com/2076-3387/15/11/412/pdf?version=1761294154,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/app15147711,"Reimagining Chemistry Education for Pre-Service Teachers Through TikTok, News Media, and Digital Portfolios",TRUE,gold,https://www.mdpi.com/2076-3417/15/14/7711/pdf?version=1752117004,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/educsci15091150,Self-Coded Digital Portfolios as an Authentic Project-Based Learning Assessment in Computing Education: Evidence from a Web Design and Development Course,TRUE,gold,https://www.mdpi.com/2227-7102/15/9/1150/pdf?version=1756976450,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.3390/jintelligence13050055,When ChatGPT Writes Your Research Proposal: Scientific Creativity in the Age of Generative AI,TRUE,gold,https://www.mdpi.com/2079-3200/13/5/55/pdf?version=1747376912,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/make8010006,Research Frontiers in Machine Learning &amp; Knowledge Extraction,TRUE,gold,https://www.mdpi.com/2504-4990/8/1/6/pdf,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/sym17081272,Computer Simulation Everywhere: Mapping Fifteen Years Evolutionary Expansion of Discrete-Event Simulation and Integration with Digital Twin and Generative Artificial Intelligence,TRUE,gold,https://www.mdpi.com/2073-8994/17/8/1272/pdf?version=1754632615,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.36227/techrxiv.171078030.08340862/v1,A Learning Agreement for Generative AI Use in University Courses: A Pilot Study,TRUE,gold,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.171078030.08340862,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.4067/s0718-090x2021005000108,Documentation Requirements in Political Science Journals: Moving Towards Open Access Practices,TRUE,gold,http://www.scielo.cl/pdf/revcipol/v41n3/0718-090X-revcipol-S0718-090X2021005000108.pdf,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.5130/aal,Designing Learning Experiences for Inclusivity and Diversity,TRUE,hybrid,https://utsepress.lib.uts.edu.au/site/books/10.5130/aal/download/10337/,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.55905/oelv22n7-153,Technological innovations in education: a scoping review on the impact of AI on academic integrity,TRUE,gold,https://ojs.observatoriolatinoamericano.com/ojs/index.php/olel/article/download/5803/3708,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.9734/arjass/2024/v22i12617,Measuring the Students’ Practice of 21st Century Skills in a Philippine Catholic Senior High School,TRUE,gold,https://journalarjass.com/index.php/ARJASS/article/download/617/1288,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1002/sd.70691,"<scp>ChatGPT</scp>
                    in Higher Education and Sustainable Development Goals: A Comparative Study of Institutional Perspectives from Developing and Developed Economies",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sd.70691,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1073/pnas.2519394122,"Simulating human well-being with large language models: Systematic validation and misestimation across 64,000 individuals from 64 countries",TRUE,hybrid,https://www.pnas.org/doi/pdf/10.1073/pnas.2519394122,Venue: PNAS,Venue,Previously failed — not retried
10.1093/fsr/owaf012,Forensic science or sciences? The recognition as an independent science and redefinition of expert practices based on transdisciplinary,TRUE,gold,https://academic.oup.com/fsr/advance-article-pdf/doi/10.1093/fsr/owaf012/63504902/owaf012.pdf,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1108/ejim-03-2024-0317,Reconfiguring competitive advantage: a resource dynamic framework for generative AI adoption in digital content marketing,TRUE,hybrid,https://www.emerald.com/ejim/article-pdf/doi/10.1108/EJIM-03-2024-0317/10312743/ejim-03-2024-0317en.pdf,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1108/ejim-03-2025-0388,Generative artificial intelligence and decision-making: evidence from a participant observation with latent entrepreneurs,TRUE,hybrid,https://www.emerald.com/ejim/article-pdf/doi/10.1108/EJIM-03-2025-0388/11168430/ejim-03-2025-0388en.pdf,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1111/bjet.70029,Generative artificial intelligence in higher education: Emotional tensions and ethical declaration,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bjet.70029,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1111/ijcs.70173,Artificial Intelligence and Consumer Behaviour in Social Media: Systematic Literature Review and Future Research Agenda,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ijcs.70173,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1111/jmi.70063,From observation to understanding: A multi‐agent framework for smart microscopy,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jmi.70063,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1145/3761820,Leveraging Generative AI for Public Service Innovation: A Path to Smart Government in Indonesia,TRUE,hybrid,https://dl.acm.org/doi/pdf/10.1145/3761820,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1155/hbe2/9751686,"Adopting the Future: How Generative AI, Agentic AI, and Blockchain Are Redefining Success for Dubai′s Emerging Start‐Ups",TRUE,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1155/hbe2/9751686,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1155/hbe2/9943540,Determinants of Postgraduate Students′ Use of Artificial Intelligence (AI) in Academic Writing in Ghana: A Structural Equation Modelling Analysis,TRUE,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1155/hbe2/9943540,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1162/99608f92.abf14c9d,Challenges and Opportunities for Statistics in the Era of Data Science,TRUE,hybrid,https://hdsr.mitpress.mit.edu/pub/ufaltur6/download/pdf,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1257/pandp.114.878,Report of the AEA Data Editor,TRUE,bronze,https://www.aeaweb.org/articles/pdf/doi/10.1257/pandp.114.878,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.18196/jai.v26i3.27220,Determining accounting students' design thinking skills: The role of artificial intelligence usage and digital literacy,TRUE,gold,https://journal.umy.ac.id/index.php/ai/article/download/27220/11988,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.20944/preprints202502.0194.v2,Mechanisms and Challenges of the Impact of Personalised Learning Based on AIGC Technology on Educational Sustainability: A Case study Based on Chinese College Students,TRUE,green,https://www.preprints.org/frontend/manuscript/d355cf60b049663ff4b50e5a797a0a91/download_pub,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.20944/preprints202507.2644.v1,Rewriting the Politics of Publication: Tracking 25 Years of Debate in Academic Reform with Bibliometric Analysis,TRUE,green,https://www.preprints.org/frontend/manuscript/7e466dccc44ec1c338a9a339a6b9dfc6/download_pub,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.22495/jgrv12i4siart6,A review of the teaching and practice of forensic accounting in a global context,TRUE,gold,https://virtusinterpress.org/spip.php?action=telecharger&arg=12906&hash=e94b9d3a5f1cc024ea5ccf5f2d4ce1770ec78d3a,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.31893/multirev.2024spe028,Safeguarding against AI exploitation in e-commerce investment management,TRUE,gold,https://malque.pub/ojs/index.php/mr/article/download/3810/1703,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.3390/admsci15070259,"Ignorantics: The Theory, Research, and Practice of Ignorance in Organizational Survival and Prosperity",TRUE,gold,https://www.mdpi.com/2076-3387/15/7/259/pdf?version=1751694311,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/agriengineering8010038,AgroLLM: Connecting Farmers and Agricultural Practices Through Large Language Models for Enhanced Knowledge Transfer and Practical Application,TRUE,gold,https://www.mdpi.com/2624-7402/8/1/38/pdf,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/app15158307,Matching Game Preferences Through Dialogical Large Language Models: A Perspective,TRUE,gold,https://www.mdpi.com/2076-3417/15/15/8307/pdf,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/app151810061,Knowledge Graphs and Artificial Intelligence for the Implementation of Cognitive Heritage Digital Twins,TRUE,gold,https://www.mdpi.com/2076-3417/15/18/10061/pdf?version=1757929461,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/educsci15081028,"Machiavellianism, Lying, and Motivation as Predictors of Academic Performance in Romanian Engineering Students",TRUE,gold,https://www.mdpi.com/2227-7102/15/8/1028/pdf?version=1755049452,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.3390/knowledge6010001,Unveiling the Unspoken: A Conceptual Framework for AI-Enabled Tacit Knowledge Co-Evolution,TRUE,gold,https://www.mdpi.com/2673-9585/6/1/1/pdf?version=1766501206,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/soc16010021,Exploring Students’ Attitudes Toward the Integration of Artificial Intelligence in Education,TRUE,gold,https://www.mdpi.com/2075-4698/16/1/21/pdf?version=1768224017,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.3390/socsci14080499,Integrating Open Science Principles into Quasi-Experimental Social Science Research,TRUE,gold,https://www.mdpi.com/2076-0760/14/8/499/pdf?version=1755611885,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.36227/techrxiv.174060095.52642988/v1,"AGI-Powered Human-Machine Systems for Social Computing: Technologies, Infrastructure, Applications, Challenges, and Future Directions",TRUE,gold,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.174060095.52642988,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.5130/aal.c,Designing inclusive learning experience through Open Educational Practices,TRUE,hybrid,https://utsepress.lib.uts.edu.au/site/chapters/10.5130/aal.c/download/8067/,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.54929/conf_ped_03_2024,"Березневий науковий дискурс 2024 на тему: «Детермінанти посилення ролі освіти у повоєнному відновленні України». Збірник матеріалів ІІ Міжнародної науково-практичної конференції для освітян (м. Київ, 29 березня 2024 року)",TRUE,hybrid,https://reicst.com.ua/asp/issue/download/conf_ped_03_2024/conf_ped_03_2024,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.61093/gtsd.2(1).18-39.2026,"Virtual Teamwork Through the Lens of Sustainable Development: Implications for Environmental Footprint, Social Resilience, and Organizational Agility",TRUE,hybrid,https://armgpublishing.com/wp-content/uploads/2026/02/GTSD_1_2026_2.pdf,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1002/epr2.70000,"Environmental psychology without borders: Expanding methods, voices and impact",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/epr2.70000,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1073/pnas.2421111122,How public involvement can improve the science of AI,TRUE,hybrid,https://www.pnas.org/doi/pdf/10.1073/pnas.2421111122,Venue: PNAS,Venue,Previously failed — not retried
10.1073/pnas.2516995122,SR-LLM: An incremental symbolic regression framework driven by LLM-based retrieval-augmented generation,TRUE,hybrid,https://www.pnas.org/doi/pdf/10.1073/pnas.2516995122,Venue: PNAS,Venue,Previously failed — not retried
10.1073/pnas.2518999122,The “machinal bypass” and how we’re using AI to avoid ourselves,TRUE,hybrid,https://www.pnas.org/doi/pdf/10.1073/pnas.2518999122,Venue: PNAS,Venue,Previously failed — not retried
10.1073/pnas.2521062122,Evaluating large language models in biomedical data science challenges through a classroom experiment,TRUE,hybrid,https://www.pnas.org/doi/pdf/10.1073/pnas.2521062122,Venue: PNAS,Venue,Previously failed — not retried
